"","AccSpeciesID","AccSpeciesName","median_height","uid"
"562",2190,"Alangium javanicum",20.05,"1504380"
"563",2191,"Alangium kurzii",7.5,"161874"
"564",2197,"Alangium platanifolium",7,"60116"
"565",2201,"Alangium salviifolium",8,"616984"
"566",2203,"Alangium villosum",20,"616985"
"567",2209,"Albizia adianthifolia",4,"992633"
"568",2211,"Albizia altissima",20,"2567844"
"569",2212,"Albizia amara",9.75,"1179215"
"570",2213,"Albizia anthelmintica",9,"992634"
"571",2219,"Albizia brevifolia",9.5,"992635"
"572",2221,"Albizia chinensis",22,"587869"
"573",2222,"Albizia coriaria",21,"2708711"
"574",2228,"Albizia ferruginea",40,"1940501"
"575",2229,"Albizia forbesii",11.5,"992636"
"576",2230,"Albizia glaberrima",17,"1179216"
"577",2232,"Albizia guachapele",20,"199167"
"578",2233,"Albizia gummifera",30,"1561840"
"579",2234,"Albizia harveyi",15,"199155"
"580",2236,"Albizia isenbergiana",15,"2952286"
"581",2237,"Albizia julibrissin",7.81,"3813"
"582",2238,"Albizia kalkora",1.41,"199156"
"583",2239,"Albizia lebbeck",15,"371650"
"584",2245,"Albizia lucidior",30,"1288006"
"585",2252,"Albizia niopoides",40,"654684"
"586",2254,"Albizia odoratissima",20,"1191454"
"587",2255,"Albizia pedicellaris",31,"560015"
"588",2257,"Albizia petersiana",3,"992637"
"589",2261,"Albizia procera",25,"384949"
"590",2264,"Albizia saman",13.4,"76910"
"591",2265,"Albizia saponaria",10.83,"468128"
"592",2266,"Albizia schimperiana",21.6,"210371"
"593",2271,"Albizia tanganyicensis",9,"992638"
"594",2273,"Albizia tomentosa",2.5,"199158"
"595",2276,"Albizia versicolor",11.5,"138525"
"596",2277,"Albizia zimmermannii",10.5,"1179218"
"597",2286,"Albuca sp",0.3,"3136705"
"598",2288,"Alcea biennis",1.6,"446320"
"599",2292,"Alcea rosea",0.29,"65557"
"600",2297,"Alchemilla acutiloba",0.65,"1572672"
"601",2299,"Alchemilla alpina",0.104,"57943"
"602",2302,"Alchemilla caucasica",0.0476,"3083686"
"603",2307,"Alchemilla conjuncta",0.15,"1395544"
"604",2310,"Alchemilla crinita",0.25,"478297"
"605",2313,"Alchemilla cymatophylla",0.3,"1891441"
"606",2314,"Alchemilla decumbens",0.05,"478299"
"607",2315,"Alchemilla effusa",0.4,NA
"608",2318,"Alchemilla erythropoda",0.1383,"137431"
"609",2321,"Alchemilla filicaulis",0.1375,"1155247"
"610",2323,"Alchemilla fissa",0.1375,"478309"
"611",2324,"Alchemilla flabellata",0.25,"478310"
"612",2326,"Alchemilla fluminea",0.104,NA
"613",2327,"Alchemilla glabra",0.245,"1155248"
"614",2329,"Alchemilla glaucescens",0.2,"667203"
"615",2330,"Alchemilla glomerulans",0.35,"669616"
"616",2337,"Alchemilla hoppeana",0.05,"3083719"
"617",2346,"Alchemilla micans",0.4,"1572673"
"618",2348,"Alchemilla mollis",1,"32218"
"619",2349,"Alchemilla monticola",0.28,"1532256"
"620",2352,"Alchemilla obtusa",0.4,"3083739"
"621",2357,"Alchemilla pentaphyllea",0.0255,"478333"
"622",2360,"Alchemilla plicata",0.25,"478334"
"623",2362,"Alchemilla propinqua",0.3,"1891446"
"624",2365,"Alchemilla reniformis",0.3,"3083749"
"625",2370,"Alchemilla sericata",0.07467,"3083752"
"626",2371,"Alchemilla sericea",0.05,NA
"627",2373,"Alchemilla sp",0.225,NA
"628",2374,"Alchemilla splendens",0.1295,"478341"
"629",2375,"Alchemilla straminea",0.3,"3093686"
"630",2377,"Alchemilla subcrenata",0.5,"1844630"
"631",2378,"Alchemilla subglobosa",0.3,"1891448"
"632",2386,"Alchemilla versipila",0.17,"3083770"
"633",2389,"Alchemilla vulgaris",0.0645,"49855"
"634",2390,"Alchemilla wichurae",0.2,"1572674"
"635",2391,"Alchemilla xanthochlora",0.189,"1155249"
"636",2395,"Alchornea costaricensis",26.55952815,"1123430"
"637",2397,"Alchornea glandulosa",17.075,"2072215"
"638",2399,"Alchornea hirtella",12,"1237396"
"639",2402,"Alchornea latifolia",16.55,"681403"
"640",2403,"Alchornea laxiflora",5,"316698"
"641",2405,"Alchornea occidentalis",4.25,NA
"642",2409,"Alchornea trewioides",2.5,"212276"
"643",2411,"Alchornea triplinervia",12.4166666666667,"1472300"
"644",2412,"Alchorneopsis floribunda",20.12,"316667"
"645",2421,"Aldrovanda vesiculosa",0.3,"173386"
"646",2422,"Alectra asperrima",0.2,NA
"647",2423,"Alectra bainesii",0.1,NA
"648",2424,"Alectra dolichocalyx",0.2,NA
"649",2425,"Alectra glandulosa",0.1,NA
"650",2426,"Alectra orobanchoides",0.275,"46039"
"651",2427,"Alectra parasitica",0.18,NA
"652",2428,"Alectra picta",0.3,NA
"653",2429,"Alectra pubescens",0.2,NA
"654",2430,"Alectra rigida",0.5,"498192"
"655",2431,"Alectra sessiliflora",0.325,"46040"
"656",2433,"Alectra vogelii",0.3,"498194"
"657",2435,"Alectryon excelsus",10.5,"151049"
"658",2436,"Alectryon oleifolius",4,"151053"
"659",2447,"Aletris farinosa",1,"167569"
"660",2448,"Aleurites cordata",9.685,NA
"661",2451,"Aleurites moluccanus",15.24,"123498"
"662",2458,"Alexa wachenheimii",33,"1186078"
"663",2461,"Alhagi maurorum",0.6,"47037"
"664",2464,"Alibertia edulis",11.338,"58508"
"665",2471,"Alisma gramineum",0.3,"365729"
"666",2472,"Alisma lanceolatum",0.4,"365730"
"667",2473,"ALISMA PLANTAGO-AQUATICA",0.575,"15000"
"668",2478,"Alkanna tinctoria",0.35,"543564"
"669",2479,"Allagoptera arenaria",0.2,"115439"
"670",2484,"Allanblackia floribunda",9,"469914"
"671",2496,"Alliaria petiolata",0.45225,"126270"
"672",2501,"Allium acuminatum",0.3048,"1286652"
"673",2502,"Allium ampeloprasum",1.1,"4681"
"674",2504,"Allium angulosum",0.3,"105301"
"675",2509,"Allium atropurpureum",1,"70753"
"676",2514,"Allium canadense",0.273,"472403"
"677",2515,"Allium carinatum",0.349,"1211429"
"678",2516,"Allium cepa",0.7,"4679"
"679",2517,"Allium cernuum",0.393,"70754"
"680",2520,"Allium condensatum",0.347,"166797"
"681",2529,"Allium ericetorum",0.3,"166970"
"682",2531,"Allium fistulosum",0.575,"35875"
"683",2532,"Allium flavum",0.2,"138322"
"684",2533,"Allium geyeri",0.053,"475796"
"685",2535,"Allium insubricum",0.25,"105304"
"686",2538,"Allium lineare",0.25,"165631"
"687",2540,"Allium lusitanicum",0.3,"165632"
"688",2542,"Allium moly",0.4,"74895"
"689",2544,"Allium neapolitanum",0.5,"74896"
"690",2548,"Allium oleraceum",0.48,"467612"
"691",2550,"Allium paniculatum",0.4875,"165646"
"692",2551,"Allium paradoxum",0.325,"166818"
"693",2555,"Allium polyrhizum",0.15,"105308"
"694",2559,"Allium ramosum",0.3,"105309"
"695",2560,"Allium roseum",0.7,"74898"
"696",2562,"Allium rotundum",0.4,"1174972"
"697",2563,"Allium rubellum",0.138,"2490628"
"698",2565,"Allium sativum",0.4625,"4682"
"699",2566,"Allium schoenoprasum",0.34,"74900"
"700",2568,"Allium scorodoprasum",0.7,"166823"
"701",2569,"Allium senescens",0.18,"70766"
"702",2572,"Allium sphaerocephalon",0.525,"166824"
"703",2575,"Allium stellatum",0.352,"74901"
"704",2576,"Allium strictum",0.3,"165662"
"705",2577,"Allium suaveolens",0.2625,"165663"
"706",2579,"Allium tenuissimum",0.307,"165669"
"707",2580,"Allium textile",0.3048,"207935"
"708",2582,"Allium tricoccum",0.4,"138334"
"709",2583,"Allium triquetrum",0.23,"74902"
"710",2587,"Allium ursinum",0.4,"4684"
"711",2589,"Allium victorialis",0.325,"88845"
"712",2590,"Allium vineale",0.4575,"1053326"
"713",2595,"Allocasuarina campestris",2.5,"228108"
"714",2603,"Allocasuarina distyla",1,"228114"
"715",2609,"Allocasuarina humilis",1,"228127"
"716",2612,"Allocasuarina littoralis",12,"159614"
"717",2614,"Allocasuarina monilifera",5,"228134"
"718",2626,"Allocasuarina torulosa",12.5,"159615"
"719",2629,"Alloeochaete geniculata",0.65,NA
"720",2630,"Alloeochaete gracillima",0.7,"2894821"
"721",2631,"Alloeochaete namuliensis",0.8,"2017767"
"722",2632,"Alloeochaete oreogena",2,"2017768"
"723",2641,"Allophylus abyssinicus",20,"1971999"
"724",2642,"Allophylus africanus",6.5,"1194980"
"725",2645,"Allophylus amazonicus",10,NA
"726",2646,"Allophylus camptostachys",15,NA
"727",2647,"Allophylus chaunostachys",2.75,"1972002"
"728",2648,"Allophylus chirindensis",15,"1972003"
"729",2649,"Allophylus cobbe",4.5,"201005"
"730",2654,"Allophylus divaricatus",15,NA
"731",2655,"Allophylus edulis",7.75,"549436"
"732",2662,"Allophylus mossambicensis",2.5,NA
"733",2663,"Allophylus natalensis",4,"290912"
"734",2668,"Allophylus pilosus",10,NA
"735",2669,"Allophylus psilospermus",19.183201885,"681404"
"736",2673,"Allophylus rubifolius",5.5,"1194986"
"737",2679,"Allophylus whitei",1.75,NA
"738",2686,"Alloteropsis semialata",0.55,"435756"
"739",2700,"Alniphyllum fortunei",20,"167981"
"740",2703,"Alnus acuminata",4,"109057"
"741",2704,"Alnus alnobetula",1.2,"38784"
"742",2705,"Alnus cordata",16,"109058"
"743",2706,"Alnus cremastogyne",40,"253212"
"744",2709,"Alnus formosana",20,"109060"
"745",2710,"Alnus glutinosa",20,"3517"
"746",2711,"Alnus hirsuta",8.05,"109061"
"747",2712,"Alnus incana",14,"3516"
"748",2714,"Alnus japonica",22.5,"109063"
"749",2716,"Alnus mandshurica",10,NA
"750",2719,"Alnus nepalensis",20,"109066"
"751",2721,"Alnus oblongifolia",10.0584,"253217"
"752",2722,"Alnus orientalis",10,"253218"
"753",2723,"Alnus pendula",3.15,"109067"
"754",2725,"Alnus rhombifolia",22.86,"109068"
"755",2726,"Alnus rubra",30,"109069"
"756",2729,"Alnus serrulata",3.6576,"253219"
"757",2735,"Alnus trabeculosa",20,"253222"
"758",2737,"Alocasia brisbanensis",0.25,"1132774"
"759",2739,"Alocasia longiloba",0.737,"363710"
"760",2741,"Alocasia macrorrhizos",1.74,"4456"
"761",2746,"Aloe arborescens",4,"45385"
"762",2756,"Aloe cameronii",1.25,"117794"
"763",2758,"Aloe carnea",0.2,"3161469"
"764",2765,"Aloe cooperi",0.15,NA
"765",2768,"Aloe duckeri",0.3,NA
"766",2771,"Aloe excelsa",4,"992640"
"767",2776,"Aloe greatheadii",0.3,"1128792"
"768",2777,"Aloe hazeliana",0.5,"3161447"
"769",2788,"Aloe marlothii",4,"992641"
"770",2789,"Aloe mawii",1,"1593092"
"771",2797,"Aloe munchii",4,"1188290"
"772",2811,"Aloe rupestris",8,"1188293"
"773",2815,"Aloe spicata",1.5,"992642"
"774",2833,"Alopecurus aequalis",0.225,"114194"
"775",2836,"Alopecurus alpinus",0.177,"1532259"
"776",2839,"Alopecurus apiatus",0.548,NA
"777",2840,"Alopecurus arundinaceus",0.85,"1227975"
"778",2849,"Alopecurus bulbosus",0.32,"114193"
"779",2850,"Alopecurus carolinianus",0.51816,"2071901"
"780",2854,"Alopecurus geniculatus",0.2185524476,"114195"
"781",2856,"Alopecurus gerardii",0.15825,"568983"
"782",2867,"Alopecurus magellanicus",0.096,"368342"
"783",2869,"Alopecurus myosuroides",0.4,"81473"
"784",2872,"Alopecurus pratensis",0.355,"15304"
"785",2873,"Alopecurus rendlei",0.35,"1532260"
"786",2876,"Alopecurus textilis",0.1,"391979"
"787",2878,"Alopecurus utriculatus",0.35,NA
"788",2881,"Alphitonia excelsa",24.38,"106658"
"789",2883,"Alphitonia incana",18,"432372"
"790",2890,"Alphitonia whitei",20,"1312768"
"791",2892,"Alphonsea elliptica",25,"235711"
"792",2895,"Alphonsea mollis",20,"1679248"
"793",2896,"Alphonsea monogyna",12,"1679249"
"794",2901,"Alpinia caerulea",1.55,"299917"
"795",2913,"Alseis blackiana",1.635,"681405"
"796",2922,"Alseodaphne hainanensis",26,"460770"
"797",2942,"Alstonia actinophylla",6.666666667,NA
"798",2945,"Alstonia boonei",34,"84857"
"799",2948,"Alstonia congensis",35,NA
"800",2955,"Alstonia muelleriana",20,"1382056"
"801",2959,"Alstonia rostrata",30,"1679253"
"802",2960,"Alstonia scholaris",12,"52822"
"803",2961,"Alstonia sp",3.48,"3375687"
"804",2984,"Alternanthera angustifolia",0.1,NA
"805",2990,"Alternanthera nana",0.125,"2528879"
"806",2993,"Alternanthera philoxeroides",0.5,"381410"
"807",2997,"Alternanthera sessilis",0.3,"221762"
"808",2999,"Alternanthera tenella",0.25,"326744"
"809",3000,"Althaea cannabina",0.8,"446322"
"810",3003,"Althaea officinalis",0.8125,"145745"
"811",3014,"Alvaradoa amorphoides",10.58385,"85161"
"812",3021,"Alysicarpus glumaceus",0.825,"1977547"
"813",3023,"Alysicarpus ovalifolius",0.4,"287750"
"814",3024,"Alysicarpus rugosus",1,"1977548"
"815",3027,"Alysicarpus vaginalis",0.35,"858910"
"816",3029,"Alyssoides utriculata",0.375,"457762"
"817",3030,"Alyssum alpestre",0.061,"226019"
"818",3031,"Alyssum alyssoides",0.125,"169068"
"819",3032,"Alyssum argenteum",0.2125,"226021"
"820",3044,"Alyssum desertorum",0.1,"457768"
"821",3046,"Alyssum granatense",0.05,"1366914"
"822",3049,"Alyssum linifolium",0.16,"457770"
"823",3055,"Alyssum montanum",0.12,"226036"
"824",3056,"Alyssum murale",0.7,"226037"
"825",3058,"Alyssum ovirense",0.06,"1440446"
"826",3067,"Alyssum simplex",0.15,"457775"
"827",3085,"Amaioua corymbosa",12,"136669"
"828",3086,"Amaioua guianensis",14.6666666666667,"136670"
"829",3087,"Amaioua intermedia",7,"1472301"
"830",3092,"Amanoa guianensis",64,"1937572"
"831",3099,"Amaranthus albus",0.5,"124760"
"832",3103,"Amaranthus blitoides",0.5,"124761"
"833",3104,"Amaranthus blitum",0.425,"338571"
"834",3106,"Amaranthus californicus",0.3048,"1454537"
"835",3108,"Amaranthus caudatus",0.73,"3567"
"836",3110,"Amaranthus crispus",0.325,"1454539"
"837",3111,"Amaranthus cruentus",0.7,"117272"
"838",3112,"Amaranthus deflexus",0.4,"1053327"
"839",3114,"Amaranthus dubius",1.2,"1193840"
"840",3119,"Amaranthus graecizans",0.575,"1454542"
"841",3120,"Amaranthus hybridus",0.37,"3565"
"842",3121,"Amaranthus hypochondriacus",1.5,"28502"
"843",3125,"Amaranthus mitchellii",0.3,"2305819"
"844",3126,"Amaranthus palmeri",1.5,"107608"
"845",3131,"Amaranthus powellii",0.775,"158579"
"846",3132,"Amaranthus praetermissus",0.75,"474335"
"847",3134,"Amaranthus retroflexus",0.655,"124763"
"848",3137,"Amaranthus spinosus",1.5,"124765"
"849",3138,"Amaranthus standleyanus",0.45,"1454548"
"850",3141,"Amaranthus tricolor",1.25,"29722"
"851",3142,"Amaranthus tuberculatus",1.5,"277990"
"852",3143,"Amaranthus viridis",0.65,"56196"
"853",3145,"Ambavia gerrardii",7.5,"224845"
"854",3147,"Ambelania acida",12.5,"403087"
"855",3148,"Ambelania occidentalis",10,NA
"856",3150,"Amblygonocarpus andongensis",15,"148669"
"857",3154,"Amborella trichopoda",8.25,"13333"
"858",3157,"Ambrosia artemisiifolia",0.46,"4212"
"859",3162,"Ambrosia deltoidea",0.4,"1764319"
"860",3163,"Ambrosia dumosa",0.4,"1873156"
"861",3165,"Ambrosia eriocentra",0.8,"2042356"
"862",3167,"Ambrosia maritima",0.28,"1028380"
"863",3168,"Ambrosia psilostachya",0.231666666666667,"29715"
"864",3170,"Ambrosia trifida",1.04,"4214"
"865",3171,"Amburana cearensis",0.367,"149628"
"866",3173,"Amelanchier alnifolia",4,"32219"
"867",3174,"Amelanchier arborea",12.192,"52521"
"868",3175,"Amelanchier asiatica",12,"52522"
"869",3176,"Amelanchier bartramiana",1.5,"35968"
"870",3177,"Amelanchier canadensis",6.096,"52523"
"871",3180,"Amelanchier grandiflora",9,NA
"872",3183,"Amelanchier laevis",9.144,"52531"
"873",3184,"Amelanchier lamarckii",10,"1143212"
"874",3186,"Amelanchier ovalis",1.6,"1000415"
"875",3189,"Amelanchier sanguinea",3.048,"52536"
"876",3190,"Amelanchier sinica",5,"1961191"
"877",3192,"Amelanchier spicata",4,"1143213"
"878",3193,"Amelanchier utahensis",4.5,"52539"
"879",3196,"Amentotaxus argotaenia",5,"25625"
"880",3198,"Amentotaxus formosana",9.5,"50176"
"881",3199,"Amesiodendron chinense",20,"556929"
"882",3204,"Ammannia auriculata",0.65,"1027886"
"883",3205,"Ammannia baccifera",0.65,"162022"
"884",3206,"Ammannia coccinea",0.48768,"330155"
"885",3207,"Ammannia elata",1.5,NA
"886",3208,"Ammannia prieuriana",0.35,"1027887"
"887",3210,"Ammi majus",0.425,"48026"
"888",3211,"Ammi visnaga",0.7,"1053409"
"889",3218,"Ammophila arenaria",0.7,"96047"
"890",3223,"Ammopiptanthus mongolicus",2,"126911"
"891",3226,"Amomum sp",1.07,NA
"892",3229,"Amomyrtus luma",0.224,"375209"
"893",3230,"Amomyrtus meli",20,"375210"
"894",3238,"Amorpha canescens",0.462,"252450"
"895",3239,"Amorpha fruticosa",4,"48131"
"896",3247,"Ampelocalamus actinotrichus",3,"146640"
"897",3248,"Ampelocalamus calcareus",1.5,"3061239"
"898",3251,"Ampelocalamus microphyllus",20,"1197753"
"899",3257,"Ampelocera edentula",33,"1568982"
"900",3258,"Ampelocera hottlei",30,"63064"
"901",3259,"Ampelocera longissima",20,"2713446"
"902",3261,"Ampelocera ruizii",31.4597563076998,"1904788"
"903",3269,"Ampelocissus obtusata",2,"1148075"
"904",3274,"Ampelopsis aconitifolia",9,"345092"
"905",3280,"Amphiasma luzuloides",0.32,"120124"
"906",3282,"Amphiasma redheadii",0.45,NA
"907",3287,"Amphicarpa bracteata",0.3,"45679"
"908",3289,"Amphicarpaea bracteata",0.18,"45679"
"909",3292,"Amphicarpum muhlenbergianum",0.471,"1056843"
"910",3297,"Amphimas pterocarpoides",30,"1231536"
"911",3303,"Amphipogon caricinus",0.6,"65968"
"912",3308,"Amphipogon turbinatus",0.3,"1400639"
"913",3312,"Amphirrhox longifolia",9,"597269"
"914",3315,"Amphitecna latifolia",6.096,"429681"
"915",3317,"Amphitecna tuxtlensis",1.18,"429682"
"916",3324,"Amsinckia lycopsoides",0.275,"1212517"
"917",3325,"Amsinckia menziesii",0.6,"1213287"
"918",3335,"Amyema maidenii",3,"795981"
"919",3336,"Amyema miquelii",3,"2705726"
"920",3340,"Amyema sp",0.4,NA
"921",3342,"Amyris balsamifera",9.0292,NA
"922",3343,"Amyris elemifera",4.8768,"1465234"
"923",3350,"Anabasis aphylla",0.5,"454461"
"924",3351,"Anabasis articulata",0.17,"996498"
"925",3353,"Anabasis brevifolia",0.2,"798174"
"926",3357,"Anabasis elatior",0.2,"798176"
"927",3369,"Anabasis salsa",0.125,"798178"
"928",3372,"Anabasis truncata",0.2,"798179"
"929",3375,"Anacamptis pyramidalis",0.4,"59316"
"930",3376,"Anacardium excelsum",36.55742177,"638922"
"931",3379,"Anacardium occidentale",10,"171929"
"932",3383,"Anacardium spruceanum",17,"597270"
"933",3386,"Anacyclus clavatus",0.425,"99026"
"934",3400,"Anadelphia scyphofera",0.4,"1755021"
"935",3403,"Anadelphia trispiculata",1.2,NA
"936",3404,"Anadenanthera colubrina",7.55,"148671"
"937",3409,"Anagallis acuminata",0.06,"319333"
"938",3410,"Anagallis arvensis",0.07,"4337"
"939",3411,"Anagallis barbata",0.12,NA
"940",3414,"Anagallis elegantula",0.22,NA
"941",3415,"Anagallis foemina",0.175,"357596"
"942",3418,"Anagallis minima",0.04,"2065909"
"943",3420,"Anagallis pumila",0.06,"306293"
"944",3423,"Anagallis tenella",0.075,"85162"
"945",3425,"Anagyris foetida",1.5,"49793"
"946",3427,"Ananas comosus",0.9144,"4615"
"947",3433,"Anaphalis margaritacea",0.2065,"49045"
"948",3437,"Anarrhinum bellidifolium",0.6,"299799"
"949",3444,"Anastatica hierochuntica",0.2,"663965"
"950",3447,"Anaxagorea brevipes",10,"287585"
"951",3448,"Anaxagorea crassipetala",8.05,"287586"
"952",3449,"Anaxagorea dolichocarpa",15,"287587"
"953",3450,"Anaxagorea javanica",11.5,"235715"
"954",3451,"Anaxagorea panamensis",6.575,"287593"
"955",3452,"Anaxagorea phaeocarpa",8.125,"225829"
"956",3455,"Anchusa arvensis",0.285,"170545"
"957",3457,"Anchusa calcarea",0.4,NA
"958",3458,"Anchusa capensis",0.212,"256472"
"959",3460,"Anchusa italica",0.89,"764719"
"960",3461,"Anchusa ochroleuca",0.7,"256478"
"961",3462,"Anchusa officinalis",0.2605,"89630"
"962",3463,"Anchusa undulata",0.3875,"256482"
"963",3464,"Anchusa variegata",0.4,"256484"
"964",3477,"Ancistrocladus tectorius",10,"714108"
"965",3490,"Andersonia heterophylla",0.4,"1633903"
"966",3496,"Andira fraxinifolia",20.9,"588909"
"967",3498,"Andira inermis",28.716,"53825"
"968",3500,"Andira macrothyrsa",40,"588914"
"969",3502,"Andira multistipula",15,"588917"
"970",3505,"Andira sp",35,NA
"971",3506,"Andira surinamensis",11,"588922"
"972",3510,"Andrachne telephioides",0.175,"300987"
"973",3513,"Andromeda glaucophylla",0.3,"191523"
"974",3515,"Andromeda polifolia",0.05,"95630"
"975",3519,"Andropogon africanus",1.7,"1755022"
"976",3521,"Andropogon amethystinus",0.65,"1755023"
"977",3524,"Andropogon appendiculatus",1.1,"2491204"
"978",3537,"Andropogon brazzae",2.3,"2491205"
"979",3544,"Andropogon chinensis",1.7,"1035921"
"980",3553,"Andropogon distachyos",0.9,"106635"
"981",3556,"Andropogon eucomus",2.5,"106882"
"982",3558,"Andropogon fastigiatus",1.5,"330559"
"983",3559,"Andropogon festuciformis",1.4,"3037209"
"984",3563,"Andropogon gayanus",3.5,"1092577"
"985",3565,"Andropogon gerardii",0.663333333333333,"79824"
"986",3569,"Andropogon glomeratus",1.92024,"330547"
"987",3573,"Andropogon hallii",1.85928,"1175856"
"988",3590,"Andropogon lacunosus",0.4,NA
"989",3591,"Andropogon lateralis",0.267543396226415,NA
"990",3594,"Andropogon leucostachyus",0.2958,NA
"991",3596,"Andropogon ligulatus",1.2,"2491217"
"992",3597,"Andropogon lima",1,"3037213"
"993",3602,"Andropogon mannii",0.4,"2491218"
"994",3609,"Andropogon perligulatus",1.2,"1564032"
"995",3615,"Andropogon pseudapricus",1.5,"3037216"
"996",3624,"Andropogon schirensis",2,"2057634"
"997",3626,"Andropogon selloanus",0.208125,"2491223"
"998",3629,"Andropogon ternarius",1.18872,"179040"
"999",3630,"Andropogon ternatus",0.255,NA
"1000",3631,"Andropogon textilis",1.65,"3037218"
"1001",3639,"Andropogon virginicus",0.4191,"1079125"
"1002",3643,"Androsace alpina",0.03,"199609"
"1003",3645,"Androsace elongata",0.0175,"229437"
"1004",3647,"Androsace helvetica",0.03,"199610"
"1005",3648,"Androsace lactea",0.05,"184984"
"1006",3649,"Androsace maxima",0.02,"229449"
"1007",3650,"Androsace obtusifolia",0.0425,"229450"
"1008",3652,"Androsace septentrionalis",0.019,"184985"
"1009",3654,"Androsace villosa",0.03,"229461"
"1010",3655,"Androstachys johnsonii",20,"112813"
"1011",3659,"Andryala glandulosa",0.4,"269358"
